"depths","times","stages.est"
1,1559730600,1
8,1559730900,1
12,1559731200,1
14,1559731500,2
14,1559731800,2
14,1559732100,2
14,1559732400,2
14,1559732700,2
14,1559733000,2
14,1559733300,2
14,1559733600,2
14,1559733900,3
12,1559734200,3
10,1559734500,3
4,1559734800,3
