"depths","times","stages.est"
1,1558706400,1
9,1558706700,1
13,1558707000,2
14,1558707300,2
14,1558707600,2
15,1558707900,2
15,1558708200,2
15,1558708500,2
15,1558708800,2
15,1558709100,2
13,1558709400,2
12,1558709700,3
9,1558710000,3
1,1558710300,3
