"depths","times","stages.est"
1,1559567400,1
8,1559567700,1
13,1559568000,2
13,1559568300,2
14,1559568600,2
14,1559568900,2
14,1559569200,2
13,1559569500,2
14,1559569800,2
14,1559570100,2
14,1559570400,3
12,1559570700,3
11,1559571000,3
9,1559571300,3
4,1559571600,3
