"depths","times","stages.est"
1,1559088300,1
10,1559088600,1
14,1559088900,2
14,1559089200,2
14,1559089500,2
14,1559089800,2
14,1559090100,2
14,1559090400,2
14,1559090700,2
14,1559091000,2
13,1559091300,3
10,1559091600,3
1,1559091900,3
