"depths","times","stages.est"
1,1559600700,1
10,1559601000,1
13,1559601300,2
13,1559601600,2
13,1559601900,2
14,1559602200,2
14,1559602500,2
14,1559602800,2
14,1559603100,3
11,1559603400,3
7,1559603700,3
2,1559604000,3
