"depths","times","stages.est"
1,1559336400,1
4,1559336700,1
12,1559337000,1
14,1559337300,2
14,1559337600,2
14,1559337900,2
14,1559338200,2
14,1559338500,2
14,1559338800,2
14,1559339100,2
14,1559339400,2
14,1559339700,2
14,1559340000,2
13,1559340300,2
14,1559340600,2
13,1559340900,3
12,1559341200,3
12,1559341500,3
9,1559341800,3
2,1559342100,3
