"depths","times","stages.est"
1,1558816500,1
8,1558816800,1
12,1558817100,1
13,1558817400,2
14,1558817700,2
13,1558818000,3
10,1558818300,3
9,1558818600,3
6,1558818900,3
1,1558819200,3
