"depths","times","stages.est"
1,1559346900,1
9,1559347200,1
13,1559347500,2
14,1559347800,2
14,1559348100,2
14,1559348400,2
14,1559348700,2
14,1559349000,2
14,1559349300,2
13,1559349600,2
13,1559349900,2
12,1559350200,3
10,1559350500,3
1,1559350800,3
