"depths","times","stages.est"
1,1558961100,1
8,1558961400,1
13,1558961700,2
14,1558962000,2
14,1558962300,2
14,1558962600,2
14,1558962900,2
14,1558963200,2
14,1558963500,2
14,1558963800,2
13,1558964100,3
11,1558964400,3
8,1558964700,3
1,1558965000,3
