"depths","times","stages.est"
1,1558909500,1
3,1558909800,1
11,1558910100,1
14,1558910400,2
15,1558910700,2
15,1558911000,2
14,1558911300,2
14,1558911600,2
14,1558911900,3
13,1558912200,3
12,1558912500,3
9,1558912800,3
4,1558913100,3
4,1558913400,3
3,1558913700,3
