"depths","times","stages.est"
1,1559037600,1
9,1559037900,1
13,1559038200,2
14,1559038500,2
14,1559038800,2
14,1559039100,2
14,1559039400,2
14,1559039700,2
14,1559040000,3
12,1559040300,3
9,1559040600,3
5,1559040900,3
