"depths","times","stages"
1,0,1
2,60,1
3,120,1
5,180,1
6,240,1
8,300,1
11,360,1
11,420,1
11,480,1
11,540,1
12,600,1
13,660,1
13,720,1
13,780,1
14,840,1
14,900,1
14,960,1
14,1020,2
14,1080,2
14,1140,2
14,1200,2
14,1260,2
14,1320,2
14,1380,2
14,1440,2
14,1500,2
14,1560,2
14,1620,2
14,1680,2
15,1740,2
15,1800,2
15,1860,2
15,1920,2
15,1980,2
15,2040,2
15,2100,2
15,2160,2
15,2220,2
15,2280,2
15,2340,2
15,2400,2
15,2460,3
15,2520,3
15,2580,3
15,2640,3
15,2700,3
15,2760,3
15,2820,3
15,2880,3
15,2940,3
15,3000,3
15,3060,3
15,3120,3
15,3180,3
15,3240,3
15,3300,3
15,3360,3
15,3420,3
15,3480,3
15,3540,3
15,3600,3
14,3660,3
14,3720,3
14,3780,3
14,3840,3
14,3900,3
14,3960,3
14,4020,3
14,4080,3
13,4140,3
13,4200,3
13,4260,3
13,4320,3
13,4380,3
13,4440,3
13,4500,3
13,4560,3
13,4620,3
13,4680,3
13,4740,3
13,4800,3
13,4860,3
13,4920,3
12,4980,3
11,5040,3
11,5100,3
10,5160,3
10,5220,3
10,5280,3
10,5340,3
10,5400,3
10,5460,3
10,5520,3
10,5580,3
9,5640,3
9,5700,3
9,5760,3
9,5820,3
9,5880,3
9,5940,3
9,6000,3
9,6060,3
8,6120,3
7,6180,3
7,6240,3
7,6300,3
7,6360,3
6,6420,3
6,6480,3
6,6540,3
3,6600,3
1,6634.76248462179,3
