"depths","times","stages"
1,0,1
2,60,1
2,120,1
4,180,1
3,240,1
4,300,1
6,360,1
6,420,1
7,480,1
9,540,1
11,600,1
13,660,1
13,720,1
13,780,1
13,840,2
13,900,2
13,960,2
14,1020,2
14,1080,2
14,1140,2
14,1200,2
14,1260,2
14,1320,2
14,1380,2
14,1440,2
14,1500,2
14,1560,2
14,1620,2
14,1680,2
14,1740,2
14,1800,2
14,1860,2
14,1920,2
14,1980,2
14,2040,2
14,2100,2
14,2160,2
14,2220,2
14,2280,2
14,2340,2
14,2400,2
15,2460,2
15,2520,2
15,2580,2
15,2640,2
15,2700,2
15,2760,2
15,2820,2
15,2880,2
15,2940,2
15,3000,2
15,3060,2
15,3120,2
15,3180,2
15,3240,2
15,3300,2
15,3360,2
15,3420,2
15,3480,2
15,3540,2
15,3600,2
15,3660,2
15,3720,2
15,3780,2
16,3840,2
16,3900,2
16,3960,2
16,4020,2
16,4080,2
16,4140,2
16,4200,2
16,4260,2
16,4320,2
16,4380,2
16,4440,2
16,4500,2
16,4560,2
16,4620,3
16,4680,3
16,4740,3
15,4800,3
15,4860,3
14,4920,3
14,4980,3
14,5040,3
14,5100,3
14,5160,3
13,5220,3
13,5280,3
13,5340,3
14,5400,3
14,5460,3
14,5520,3
14,5580,3
14,5640,3
14,5700,3
14,5760,3
14,5820,3
13,5880,3
13,5940,3
12,6000,3
10,6060,3
10,6120,3
9,6180,3
9,6240,3
9,6300,3
9,6360,3
10,6420,3
10,6480,3
9,6540,3
9,6600,3
9,6660,3
9,6720,3
9,6780,3
7,6840,3
8,6900,3
6,6960,3
6,7020,3
6,7080,3
6,7140,3
4,7200,3
4,7260,3
3,7320,3
1,7362.21850116479,3
