"depths","times","stages"
1,0,1
5,60,1
10,120,1
11,180,1
12,240,1
13,300,1
14,360,1
14,420,1
14,480,2
14,540,2
14,600,2
14,660,2
14,720,2
14,780,2
14,840,2
14,900,2
14,960,2
13,1020,2
13,1080,2
13,1140,2
13,1200,2
14,1260,2
14,1320,2
13,1380,2
13,1440,2
13,1500,3
13,1560,3
13,1620,3
13,1680,3
13,1740,3
13,1800,3
13,1860,3
13,1920,3
13,1980,3
13,2040,3
13,2100,3
11,2160,3
11,2220,3
11,2280,3
10,2340,3
10,2400,3
9,2460,3
9,2520,3
9,2580,3
7,2640,3
6,2700,3
6,2760,3
6,2820,3
5,2880,3
5,2940,3
5,3000,3
5,3060,3
5,3120,3
5,3180,3
5,3240,3
1,3300,3
