"depths","times","stages"
1,0,1
3,30,1
5,60,1
6,90,1
7,120,1
9,150,1
9,180,1
10,210,1
11,240,1
11,270,1
12,300,1
12,330,1
12,360,1
12,390,1
12,420,1
10,450,2
9,480,2
9,510,2
9,540,2
9,570,2
9,600,2
9,630,2
9,660,2
9,690,2
8,720,2
8,750,2
8,780,2
9,810,2
10,840,2
10,870,2
10,900,2
10,930,2
10,960,2
10,990,2
10,1020,2
10,1050,2
10,1080,2
10,1110,3
10,1140,3
10,1170,3
10,1200,3
11,1230,3
11,1260,3
11,1290,3
11,1320,3
11,1350,3
11,1380,3
10,1410,3
10,1440,3
8,1470,3
7,1500,3
7,1530,3
7,1560,3
7,1590,3
7,1620,3
6,1650,3
6,1680,3
6,1710,3
5,1740,3
5,1770,3
4,1800,3
2,1830,3
2,1860,3
1,1890,3
