"depths","durations","times","stages"
1,90.5361875167909,0,1
2,10.2089418730594,90.5361875167909,1
3,9.18462264039032,100.74512938985,1
4,61.561589690063,109.929752030241,1
5,49.6477148893005,171.491341720304,1
6,31.3553940984874,221.139056609604,1
5,6.82503503975531,252.494450708092,1
6,5.84679953240328,259.319485747847,1
7,11.6418980420738,265.16628528025,1
8,58.9440859785573,276.808183322324,1
9,293.19531225204,335.752269300881,1
10,8.52777486395371,628.947581552922,1
11,14.475230178175,637.475356416875,1
12,31.5208646370804,651.95058659505,1
13,20.8552912032011,683.471451232131,1
13,702.578107863307,704.326742435332,2
14,31.9037986944038,1406.90485029864,2
14,103.644781672095,1438.80864899304,3
13,292.727246424138,1542.45343066514,3
12,97.1020414306704,1835.18067708928,3
11,0.997644441988086,1932.28271851995,3
10,79.7356880668792,1933.28036296193,3
9,230.811510188876,2013.01605102881,3
8,38.5906162420583,2243.82756121769,3
9,44.0714424098151,2282.41817745975,3
10,73.9605265676682,2326.48961986956,3
9,4.94869346105952,2400.45014643723,3
8,7.32390341205701,2405.39883989829,3
7,49.140201914116,2412.72274331035,3
6,226.132241159789,2461.86294522446,3
5,15.4430157018469,2687.99518638425,3
4,47.0271504660423,2703.4382020861,3
3,56.7566512767025,2750.46535255214,3
2,122.237816930784,2807.22200382884,3
1,Inf,2929.45982075963,3
