"depths","durations","times","stages"
1,20.4653725188878,0,1
2,6.57895209647215,20.4653725188878,1
3,23.3188392898582,27.0443246153599,1
4,1.22488320542383,50.3631639052181,1
5,15.2415970390927,51.5880471106419,1
6,82.706932429592,66.8296441497347,1
7,6.63932865560417,149.536576579327,1
8,47.0755024352338,156.175905234931,1
9,52.9313398521059,203.251407670165,1
10,70.065424245172,256.182747522271,1
11,21.8178076170204,326.248171767443,1
12,91.155754588526,348.065979384463,1
13,27.9167752872455,439.221733972989,1
14,65.0332205863812,467.138509260234,1
13,72.0698232607549,532.171729846616,1
14,31.1030303529651,604.241553107371,1
15,12.2749994058159,635.344583460336,1
16,83.844874403366,647.619582866152,1
16,777.342188481687,731.464457269518,2
16,279.507640210204,1508.8066457512,3
15,64.016236341484,1788.31428596141,3
14,127.179867350609,1852.33052230289,3
13,117.145582546055,1979.5103896535,3
12,49.2771181809862,2096.65597219956,3
11,238.376774610553,2145.93309038054,3
10,22.9310593404975,2384.3098649911,3
11,270.987972622252,2407.24092433159,3
10,73.9620151042823,2678.22889695384,3
9,139.771830548838,2752.19091205813,3
8,170.495458687826,2891.96274260697,3
7,40.7289501874056,3062.45820129479,3
6,135.423669634469,3103.1871514822,3
7,11.226000836989,3238.61082111667,3
6,51.7779505109261,3249.83682195366,3
7,30.0978615649819,3301.61477246458,3
6,145.716705226623,3331.71263402956,3
7,46.3837392144474,3477.42933925619,3
6,64.2080451495954,3523.81307847063,3
5,11.1803462387625,3588.02112362023,3
4,18.3790742265933,3599.20146985899,3
3,55.7847111791639,3617.58054408558,3
2,49.3600402692946,3673.36525526475,3
1,Inf,3722.72529553404,3
