"depths","durations","times","stages"
1,9.24992344012108,0,1
2,14.1029591266695,9.24992344012108,1
3,15.0188087104138,23.3528825667905,1
4,23.0383383715659,38.3716912772043,1
5,27.4098920555856,61.4100296487702,1
6,34.8592057361047,88.8199217043558,1
7,43.0434045855535,123.67912744046,1
8,94.8054357105584,166.722532026014,1
9,4.17025673297991,261.527967736572,1
10,40.3330071608351,265.698224469552,1
11,108.634644123219,306.031231630387,1
12,34.0235351176699,414.665875753606,1
13,23.5528817270049,448.689410871276,1
14,18.9378155065011,472.242292598281,1
14,872.058397155529,491.180108104782,2
14,67.0436468078344,1363.23850526031,3
13,23.5800576775739,1430.28215206815,3
12,413.134024801865,1453.86220974572,3
11,419.430508396802,1866.99623454758,3
10,51.8236907467126,2286.42674294439,3
9,506.51512109884,2338.2504336911,3
8,155.166260599499,2844.76555478994,3
7,160.560016490544,2999.93181538944,3
6,50.1087888546399,3160.49183187998,3
7,22.8285630348264,3210.60062073462,3
6,66.6793370013352,3233.42918376945,3
5,101.126502200898,3300.10852077078,3
4,20.9164062312448,3401.23502297168,3
3,47.7785427259287,3422.15142920293,3
2,50.9040812302492,3469.92997192885,3
1,Inf,3520.8340531591,3
