"depths","durations","times","stages"
1,1.55889337224966,0,1
2,24.2313227342037,1.55889337224966,1
3,18.3774457480275,25.7902161064534,1
4,25.3808528481329,44.1676618544809,1
5,32.5382274077801,69.5485147026137,1
4,16.0950311591063,102.086742110394,1
5,22.9660036252407,118.1817732695,1
6,16.273247991999,141.147776894741,1
5,0.819403370619057,157.42102488674,1
6,33.265948750569,158.240428257359,1
7,92.683049277737,191.506377007928,1
8,42.4919926236971,284.189426285665,1
9,1.7834088811872,326.681418909362,1
10,31.4886428900063,328.464827790549,1
11,8.56024244179326,359.953470680555,1
12,26.4174223580568,368.513713122349,1
12,215.352041016643,394.931135480406,2
13,456.615146228576,610.283176497049,2
14,182.447250156386,1066.89832272562,2
14,131.692840573849,1249.34557288201,3
13,381.229462612535,1381.03841345586,3
14,13.9003798261313,1762.26787606839,3
15,76.3104298766154,1776.16825589453,3
14,27.9096839644455,1852.47868577114,3
13,151.114408419235,1880.38836973559,3
12,557.590900182889,2031.50277815482,3
11,15.0232069427148,2589.09367833771,3
10,127.219422519596,2604.11688528042,3
9,41.469610662898,2731.33630780002,3
8,98.5384826728719,2772.80591846292,3
7,26.9203397620004,2871.34440113579,3
6,17.0070431102067,2898.26474089779,3
5,7.45229761116207,2915.271784008,3
4,7.93969561611721,2922.72408161916,3
3,41.189497343762,2930.66377723528,3
2,4.37660329509526,2971.85327457904,3
1,Inf,2976.22987787413,3
