"depths","durations","times","stages"
1,35.1669286400826,0,1
2,0.729918674297735,35.1669286400826,1
3,17.7780277699393,35.8968473143803,1
4,9.25126962018472,53.6748750843196,1
5,29.464834323598,62.9261447045044,1
4,14.8243152213957,92.3909790281023,1
5,31.7056731384044,107.215294249498,1
6,4.92687777928748,138.920967387902,1
7,18.6698607380949,143.84784516719,1
8,56.2998367345151,162.517705905285,1
9,68.2685835291714,218.8175426398,1
10,19.7025651654377,287.086126168971,1
11,25.2630763361832,306.788691334409,1
12,46.178468310491,332.051767670592,1
13,204.416050359476,378.230235981083,1
14,70.0403611804738,582.646286340559,1
15,0.557362640772908,652.686647521033,1
16,137.644160986066,653.244010161806,1
15,132.152928724879,790.888171147871,1
15,289.621643928663,923.04109987275,2
16,902.219254916864,1212.66274380141,2
16,1422.71257045545,2114.88199871828,3
15,52.9654398222697,3537.59456917372,3
14,178.072689296734,3590.56000899599,3
15,190.760721346666,3768.63269829273,3
14,40.5147682250513,3959.39341963939,3
15,1029.03395874451,3999.90818786444,3
16,330.665499054372,5028.94214660895,3
15,235.001983392773,5359.60764566332,3
14,650.563935779273,5594.60962905609,3
13,6.22071815574418,6245.17356483537,3
12,58.8908088865464,6251.39428299111,3
11,0.630445939920719,6310.28509187766,3
10,335.050214211626,6310.91553781758,3
11,343.389852955033,6645.9657520292,3
10,112.658352480364,6989.35560498424,3
11,354.768278539294,7102.0139574646,3
10,73.2668624994785,7456.78223600389,3
9,305.751089462005,7530.04909850337,3
8,211.712689080587,7835.80018796538,3
9,3.85121177190194,8047.51287704596,3
8,106.273305293781,8051.36408881787,3
7,98.7507852643157,8157.63739411165,3
6,33.2492274981851,8256.38817937596,3
5,40.2068083802678,8289.63740687415,3
4,169.537456387467,8329.84421525442,3
3,65.6699840108631,8499.38167164188,3
4,79.7509201115899,8565.05165565275,3
3,15.4877981623431,8644.80257576434,3
2,19.645789079088,8660.29037392668,3
1,Inf,8679.93616300577,3
