"depths","durations","times","stages"
1,11.2251638254539,0,1
2,43.3959650079113,11.2251638254539,1
3,4.88656796291707,54.6211288333652,1
4,2.82730695723999,59.5076967962823,1
5,37.9921964691547,62.3350037535223,1
6,6.01798511806989,100.327200222677,1
7,38.5460090809469,106.345185340747,1
6,31.406417805571,144.891194421694,1
7,49.7768652907817,176.297612227265,1
8,16.5523017911861,226.074477518046,1
9,2.08389078453183,242.626779309233,1
10,96.1975294668654,244.710670093764,1
11,40.2008523233235,340.90819956063,1
12,82.4610473317119,381.109051883953,1
11,52.0518061366486,463.570099215665,1
12,26.9157720056052,515.621905352314,1
13,29.1287560146302,542.537677357919,1
14,64.7535508051515,571.666433372549,1
15,45.8844479798977,636.419984177701,1
15,840.097723748809,682.304432157598,2
14,40.9347828888649,1522.40215590641,2
14,28.2015673996084,1563.33693879527,3
13,399.913866387795,1591.53850619488,3
12,59.6873173438662,1991.45237258268,3
11,308.06282882866,2051.13968992654,3
10,33.922551079304,2359.2025187552,3
9,12.5743087311275,2393.12506983451,3
8,13.2098924077582,2405.69937856563,3
7,205.766443210101,2418.90927097339,3
6,12.0675591012696,2624.67571418349,3
5,12.1149253193289,2636.74327328476,3
4,27.6383735024397,2648.85819860409,3
3,14.7029252970242,2676.49657210653,3
2,4.39111670013517,2691.19949740355,3
1,Inf,2695.59061410369,3
