"depths","durations","times","stages"
1,24.6766923250253,0,1
2,31.7675408471774,24.6766923250253,1
3,17.6093395519802,56.4442331722027,1
4,11.3745742975111,74.0535727241829,1
5,13.0704664899685,85.4281470216939,1
6,12.4374579092037,98.4986135116624,1
7,31.3312963988908,110.936071420866,1
8,66.7687836665637,142.267367819757,1
9,364.462812652878,209.036151486321,1
10,18.7224877993896,573.498964139198,1
11,16.4609957127545,592.221451938588,1
12,22.5764749598895,608.682447651342,1
13,147.559547456594,631.258922611232,1
14,11.6711656219815,778.818470067826,1
14,802.203448318245,790.489635689807,2
14,20.4876749570849,1592.69308400805,3
13,765.336952514776,1613.18075896514,3
12,30.8242306955208,2378.51771147991,3
11,64.6565952903543,2409.34194217543,3
10,38.3521115069279,2473.99853746579,3
9,17.8341513440637,2512.35064897272,3
8,130.42420934335,2530.18480031678,3
7,108.836841265698,2660.60900966013,3
6,86.35293497458,2769.44585092583,3
5,5.1708363088992,2855.79878590041,3
4,4.30739762102667,2860.96962220931,3
3,8.43688190085459,2865.27701983033,3
2,17.8676320506574,2873.71390173119,3
1,Inf,2891.58153378185,3
