"depths","durations","times","stages"
1,29.0452705099714,0,1
2,4.77152824296575,29.0452705099714,1
3,24.0115392751185,33.8167987529371,1
4,17.0378113468937,57.8283380280556,1
5,1.53455492789826,74.8661493749493,1
6,22.764110867146,76.4007043028476,1
7,27.700384262227,99.1648151699936,1
8,105.317552630466,126.865199432221,1
9,2.9583672058458,232.182752062686,1
10,41.7674871501532,235.141119268532,1
11,107.537516449254,276.908606418685,1
12,45.6276481725897,384.44612286794,1
13,9.12834866158664,430.073771040529,1
14,2.87881818786263,439.202119702116,1
15,219.971405289736,442.080937889979,1
15,635.706402817912,662.052343179715,2
14,356.342189500652,1297.75874599763,2
14,142.456409339793,1654.10093549828,3
13,0.6365978770948,1796.55734483807,3
12,116.171140247437,1797.19394271517,3
11,10.8076889882796,1913.3650829626,3
12,15.9334718139492,1924.17277195088,3
11,112.336586107837,1940.10624376483,3
10,79.105107159703,2052.44282987267,3
9,64.8408275403131,2131.54793703237,3
8,49.4867588250718,2196.38876457268,3
7,51.7002105453803,2245.87552339776,3
6,32.8498621977633,2297.57573394314,3
5,4.49348623505466,2330.4255961409,3
4,15.752832085127,2334.91908237595,3
3,28.0388506165709,2350.67191446108,3
2,31.1485822840423,2378.71076507765,3
1,Inf,2409.8593473617,3
