"depths","durations","times","stages"
1,29.3091727308464,0,1
2,45.7995274040039,29.3091727308464,1
3,17.4468345990531,75.1087001348503,1
4,36.8625925967688,92.5555347339034,1
5,23.5315505789076,129.418127330672,1
6,35.4728210821684,152.94967790958,1
7,35.4921813108925,188.422498991748,1
8,53.8688122577278,223.914680302641,1
9,17.9912506541315,277.783492560369,1
10,92.6698581774993,295.7747432145,1
11,369.970598598774,388.444601391999,1
12,14.1338739708686,758.415199990773,1
13,8.93268231799834,772.549073961642,1
14,23.7211032137275,781.48175627964,1
15,41.6983809539428,805.202859493368,1
16,137.602059404795,846.90124044731,1
16,105.443764538634,984.503299852106,2
15,171.939515899867,1089.94706439074,2
16,573.567644598779,1261.88658029061,2
15,47.4699892436142,1835.45422488939,2
15,31.7023284512106,1882.924214133,3
14,193.33848002693,1914.62654258421,3
13,870.914833226941,2107.96502261114,3
12,94.4986618959701,2978.87985583808,3
11,279.581215915349,3073.37851773405,3
12,138.304434189856,3352.9597336494,3
11,0.969577220871997,3491.26416783926,3
10,167.540558108052,3492.23374506013,3
9,8.80729120166507,3659.77430316818,3
8,9.12463202257641,3668.58159436985,3
7,16.957204323262,3677.70622639242,3
6,194.668830138583,3694.66343071568,3
5,30.7465830165893,3889.33226085427,3
4,49.0834494095116,3920.07884387086,3
3,0.460970332205761,3969.16229328037,3
2,34.9826530727064,3969.62326361257,3
1,Inf,4004.60591668528,3
