"depths","durations","times","stages"
1,15.7565866415398,0,1
2,49.7388428763676,15.7565866415398,1
3,17.6596163605714,65.4954295179074,1
4,22.1882185643097,83.1550458784788,1
5,65.9925425556484,105.343264442789,1
6,145.453804814446,171.335806998437,1
7,29.9512774152872,316.789611812883,1
6,66.1229413163607,346.74088922817,1
7,7.16170219565493,412.863830544531,1
8,8.52542012974749,420.025532740186,1
9,30.781864057034,428.550952869933,1
10,52.573186904498,459.332816926967,1
11,36.6272294397432,511.906003831465,1
12,87.7263105597973,548.533233271208,1
13,25.3388441595497,636.259543831006,1
13,189.28917523712,661.598387990555,2
14,601.992727670715,850.887563227675,2
14,61.5263349045672,1452.88029089839,3
13,292.649723499447,1514.40662580296,3
12,44.1453917303702,1807.0563493024,3
11,137.594015400143,1851.20174103277,3
10,4.42636477218593,1988.79575643292,3
9,20.554636663305,1993.2221212051,3
8,56.2433579034832,2013.77675786841,3
7,172.438696987019,2070.02011577189,3
6,73.733418138509,2242.45881275891,3
5,38.0944293159541,2316.19223089742,3
4,1.36580384542822,2354.28666021337,3
5,146.323421216098,2355.6524640588,3
4,5.9228752928384,2501.9758852749,3
3,66.8605933590738,2507.89876056774,3
2,56.0779299788351,2574.75935392681,3
1,Inf,2630.83728390565,3
