"depths","durations","times","stages"
1,13.1754479265229,0,1
2,2.89823586493731,13.1754479265229,1
3,14.8088653845839,16.0736837914602,1
4,14.6343745439452,30.8825491760441,1
3,24.2918136081999,45.5169237199893,1
4,52.4312463871447,69.8087373281892,1
5,52.2149009979078,122.239983715334,1
6,4.85995702135065,174.454884713242,1
7,148.723194615585,179.314841734592,1
8,3.87833309359848,328.038036350177,1
9,8.00697396043688,331.916369443776,1
10,102.444526085174,339.923343404213,1
11,21.234045860668,442.367869489386,1
12,1.76377365685772,463.601915350054,1
13,30.9626205259313,465.365689006912,1
14,6.77754212248891,496.328309532843,1
14,216.814555085099,503.105851655332,2
15,532.309741914547,719.920406740432,2
14,63.8858963135965,1252.23014865498,2
14,69.5716196391732,1316.11604496858,3
13,498.162566132958,1385.68766460775,3
12,195.041907677647,1883.85023074071,3
11,65.4068115982227,2078.89213841835,3
10,390.923512682772,2144.29895001658,3
9,135.880711962963,2535.22246269935,3
8,101.556074916722,2671.10317466231,3
7,117.77287441712,2772.65924957903,3
6,20.8173001837235,2890.43212399615,3
5,20.961156544266,2911.24942417988,3
4,5.12447081526716,2932.21058072414,3
3,68.1292176104594,2937.33505153941,3
2,5.50757438410074,3005.46426914987,3
1,Inf,3010.97184353397,3
