"depths","durations","times","stages"
1,18.7907174310104,0,1
2,1.1297707259655,18.7907174310104,1
3,0.152689900714904,19.9204881569759,1
4,30.977140086234,20.0731780576908,1
5,48.9477610561188,51.0503181439248,1
4,2.93042602327962,99.9980792000436,1
5,72.9015131922199,102.928505223323,1
6,3.63907843455672,175.830018415543,1
7,83.0313253484877,179.4690968501,1
8,15.3433398370961,262.500422198588,1
9,40.9889805400744,277.843762035684,1
10,31.6666335677728,318.832742575758,1
11,49.0044107977063,350.499376143531,1
12,0.915181305569888,399.503786941237,1
13,169.918892180852,400.418968246807,1
13,100.47297418428,570.337860427659,2
14,73.6956940982554,670.810834611939,2
15,369.957123724744,744.506528710194,2
16,253.628965363387,1114.46365243494,2
16,692.487641128233,1368.09261779833,3
15,93.0678689514752,2060.58025892656,3
14,239.509791724873,2153.64812787803,3
13,651.56656111794,2393.15791960291,3
12,122.033305301277,3044.72448072085,3
11,20.7758620963432,3166.75778602212,3
10,191.495093522906,3187.53364811847,3
9,58.0920383450575,3379.02874164137,3
8,67.0039632214985,3437.12077998643,3
7,29.6981847495772,3504.12474320793,3
6,24.5661079225283,3533.82292795751,3
5,44.0047820446021,3558.38903588003,3
4,6.48167447070591,3602.39381792464,3
5,7.60890835896134,3608.87549239534,3
4,16.2516152777243,3616.4844007543,3
3,19.1157610870969,3632.73601603203,3
2,17.7442930312827,3651.85177711913,3
1,Inf,3669.59607015041,3
