"depths","durations","times","stages"
1,4.12225413974375,0,1
2,0.43389355391264,4.12225413974375,1
3,1.66635663005681,4.55614769365638,1
4,11.2775687361136,6.2225043237132,1
5,67.396868642112,17.5000730598268,1
6,29.8733554648793,84.8969417019388,1
7,15.9962128692617,114.770297166818,1
8,1.10305962152779,130.76651003608,1
7,61.4425950345207,131.869569657608,1
8,4.78347209282219,193.312164692128,1
9,108.059891322782,198.09563678495,1
10,95.4782868158499,306.155528107733,1
11,9.36159230768681,401.633814923583,1
12,44.2291200387602,410.995407231269,1
13,59.0366152767091,455.22452727003,1
14,35.1904129247603,514.261142546739,1
15,47.6703324118687,549.451555471499,1
16,31.1756390555394,597.121887883368,1
16,880.187118443003,628.297526938907,2
16,174.926719681243,1508.48464538191,3
15,287.441688011038,1683.41136506315,3
14,264.793891928937,1970.85305307419,3
13,462.232131062099,2235.64694500313,3
12,37.3999905446544,2697.87907606523,3
11,14.3835412454791,2735.27906660988,3
10,50.8319385547657,2749.66260785536,3
9,98.3742245678145,2800.49454641013,3
8,35.456942547064,2898.86877097794,3
7,25.2562223759014,2934.32571352501,3
8,36.7910880886484,2959.58193590091,3
7,37.3778867651708,2996.37302398956,3
6,109.456487199734,3033.75091075473,3
5,12.6691444130847,3143.20739795446,3
4,1.15490552584242,3155.87654236754,3
3,9.33560927207509,3157.03144789339,3
2,6.44817034851849,3166.36705716546,3
1,Inf,3172.81522751398,3
