"depths","durations","times","stages"
1,9.60400161022941,0,1
2,16.9026893456238,9.60400161022941,1
3,6.02306684882584,26.5066909558532,1
4,9.98874503032615,32.5297578046791,1
5,2.61401034404039,42.5185028350052,1
6,3.84673210543891,45.1325131790456,1
7,167.206224149204,48.9792452844845,1
8,109.409121666711,216.185469433688,1
9,17.4357016481825,325.594591100399,1
10,18.4700234150514,343.030292748582,1
11,38.9747587653498,361.500316163633,1
10,12.8661695932969,400.475074928983,1
11,58.7390135324804,413.34124452228,1
12,105.530480607542,472.08025805476,1
13,102.840701666505,577.610738662302,1
14,83.4072748403996,680.451440328807,1
15,61.6524261261026,763.858715169207,1
16,14.1068534340792,825.511141295309,1
16,299.272735230625,839.617994729388,2
15,252.238029495034,1138.89072996001,2
14,400.760077949575,1391.12875945505,2
14,197.303833557606,1791.88883740462,3
13,121.102492845444,1989.19267096223,3
12,208.626300370498,2110.29516380767,3
11,14.5448336843401,2318.92146417817,3
10,111.893969599081,2333.46629786251,3
9,84.9529397157307,2445.36026746159,3
8,31.8953971436713,2530.31320717732,3
7,73.3023424955836,2562.20860432099,3
6,20.7139680962655,2635.51094681658,3
5,161.904707473399,2656.22491491284,3
4,17.9497038334375,2818.12962238624,3
3,34.6804904135643,2836.07932621968,3
2,26.3300839985227,2870.75981663324,3
1,Inf,2897.08990063176,3
