"depths","durations","times","stages"
1,17.9831389850339,0,1
2,3.96762695175994,17.9831389850339,1
3,32.4646133895329,21.9507659367939,1
4,7.07896337210666,54.4153793263267,1
5,14.5099996632829,61.4943426984334,1
6,33.1916330660379,76.0043423617163,1
7,20.8370328668214,109.195975427754,1
8,29.295249051093,130.033008294576,1
9,22.0803750739276,159.328257345669,1
8,16.4181351434904,181.408632419596,1
9,74.9934651186797,197.826767563087,1
10,18.1344935267068,272.820232681766,1
11,0.458249081944928,290.954726208473,1
12,66.472338065324,291.412975290418,1
13,82.5061110391271,357.885313355742,1
14,138.148730270206,440.391424394869,1
15,39.0577985929947,578.540154665075,1
15,1036.17022261623,617.59795325807,2
15,89.1867039773433,1653.7681758743,3
14,642.602161630252,1742.95487985164,3
13,328.691441854941,2385.5570414819,3
12,373.58766916864,2714.24848333684,3
11,554.822554802955,3087.83615250548,3
12,190.094494415449,3642.65870730843,3
11,43.617157191095,3832.75320172388,3
10,237.512476786814,3876.37035891498,3
9,277.5872427523,4113.88283570179,3
8,100.627917746267,4391.47007845409,3
9,370.710529286919,4492.09799620036,3
10,467.433002570545,4862.80852548728,3
9,665.105765672429,5330.24152805782,3
8,134.159438090924,5995.34729373025,3
7,4.69801244972496,6129.50673182117,3
6,12.2932542709859,6134.2047442709,3
5,64.2335488516628,6146.49799854188,3
4,9.43209309958274,6210.73154739355,3
3,63.7046546458687,6220.16364049313,3
2,10.0203827150062,6283.868295139,3
1,Inf,6293.888677854,3
