"depths","durations","times","stages"
1,14.8905781164706,0,1
2,31.1140891692687,14.8905781164706,1
3,11.0751237984474,46.0046672857393,1
4,3.29161229969688,57.0797910841867,1
5,11.6588198223377,60.3714033838836,1
6,10.5218384900149,72.0302232062213,1
7,76.9382916005937,82.5520616962362,1
8,82.1713279485639,159.49035329683,1
9,5.61646211114805,241.661681245394,1
10,86.2435050011421,247.278143356542,1
11,61.856494681582,333.521648357684,1
12,172.470186644706,395.378143039266,1
13,33.8473155036265,567.848329683972,1
14,24.5884820838595,601.695645187598,1
15,23.6222748963132,626.284127271458,1
16,18.9152961387296,649.906402167771,1
15,7.84941129517313,668.821698306501,1
15,688.990808377336,676.671109601674,2
16,105.845172939553,1365.66191797901,2
16,881.199582508995,1471.50709091856,3
15,336.86907958951,2352.70667342756,3
14,849.96338614691,2689.57575301707,3
15,43.4433034066878,3539.53913916398,3
14,363.117561663137,3582.98244257067,3
13,54.2009459779374,3946.1000042338,3
12,40.1351846663424,4000.30095021174,3
11,138.924782119009,4040.43613487808,3
10,35.1931486630237,4179.36091699709,3
9,105.023674079526,4214.55406566012,3
8,3.9981824277711,4319.57773973964,3
7,18.6295075905473,4323.57592216741,3
6,36.7681652123492,4342.20542975796,3
5,56.7569728882227,4378.97359497031,3
4,10.5987906341879,4435.73056785853,3
3,158.928742145315,4446.32935849272,3
2,84.2977303499893,4605.25810063804,3
1,Inf,4689.55583098802,3
