"depths","durations","times","stages"
1,1.46971362443527,0,1
2,16.1924621590085,1.46971362443527,1
3,5.05585892648486,17.6621757834438,1
4,14.6225422171276,22.7180347099287,1
5,37.9230179354244,37.3405769270563,1
6,84.338310330955,75.2635948624807,1
7,31.8043106702638,159.601905193436,1
8,62.6429350544212,191.4062158637,1
9,305.49373061342,254.049150918121,1
10,21.0132334930164,559.542881531541,1
11,0.168618557688092,580.556115024557,1
12,206.775847892415,580.724733582245,1
12,58.5231973365719,787.50058147466,2
13,463.059924712772,846.023778811232,2
14,122.183153067409,1309.083703524,2
14,35.9967945824569,1431.26685659141,3
13,632.579757087329,1467.26365117387,3
14,253.4785787972,2099.8434082612,3
13,131.049710007748,2353.3219870584,3
12,478.767330406981,2484.37169706615,3
11,90.8312214554749,2963.13902747313,3
10,75.7570461893438,3053.9702489286,3
9,236.567887525056,3129.72729511795,3
8,150.989208536153,3366.295182643,3
7,5.63951120089223,3517.28439117916,3
6,42.0193586389719,3522.92390238005,3
5,135.939983799512,3564.94326101902,3
4,1.35970835832313,3700.88324481853,3
3,30.1729467271098,3702.24295317686,3
2,50.6442116627068,3732.41589990397,3
1,Inf,3783.06011156667,3
