"depths","times","stages"
1,0,1
2,30,1
4,60,1
5,90,1
8,120,1
9,150,1
10,180,1
10,210,1
10,240,1
10,270,1
11,300,1
12,330,1
11,360,1
12,390,1
12,420,1
13,450,1
13,480,1
13,510,1
13,540,1
14,570,1
14,600,2
14,630,2
14,660,2
14,690,2
14,720,2
14,750,2
14,780,2
14,810,2
14,840,2
14,870,2
14,900,2
14,930,2
14,960,2
14,990,2
14,1020,2
14,1050,2
14,1080,2
14,1110,2
14,1140,2
14,1170,2
14,1200,2
14,1230,2
14,1260,2
14,1290,2
14,1320,2
14,1350,2
14,1380,2
14,1410,2
14,1440,3
14,1470,3
14,1500,3
14,1530,3
14,1560,3
14,1590,3
13,1620,3
11,1650,3
11,1680,3
11,1710,3
10,1740,3
10,1770,3
10,1800,3
10,1830,3
10,1860,3
9,1890,3
9,1920,3
9,1950,3
8,1980,3
8,2010,3
8,2040,3
8,2070,3
8,2100,3
8,2130,3
8,2160,3
7,2190,3
6,2220,3
6,2250,3
6,2280,3
4,2310,3
4,2340,3
3,2370,3
1,2400,3
