"depths","times","stages"
1,0,1
2,30,1
3,60,1
4,90,1
6,120,1
7,150,1
7,180,1
8,210,1
9,240,1
11,270,1
11,300,1
12,330,1
12,360,1
12,390,1
12,420,1
12,450,1
12,480,1
12,510,1
14,540,1
14,570,2
14,600,2
14,630,2
15,660,2
15,690,2
15,720,2
15,750,2
15,780,2
15,810,2
15,840,2
15,870,2
15,900,2
15,930,2
15,960,2
15,990,2
15,1020,2
15,1050,2
15,1080,2
15,1110,2
15,1140,2
15,1170,2
15,1200,2
15,1230,2
16,1260,2
16,1290,2
16,1320,2
16,1350,2
16,1380,2
16,1410,2
16,1440,3
16,1470,3
16,1500,3
16,1530,3
16,1560,3
16,1590,3
16,1620,3
16,1650,3
16,1680,3
16,1710,3
16,1740,3
16,1770,3
16,1800,3
16,1830,3
16,1860,3
16,1890,3
16,1920,3
16,1950,3
16,1980,3
16,2010,3
16,2040,3
16,2070,3
16,2100,3
16,2130,3
16,2160,3
16,2190,3
16,2220,3
16,2250,3
16,2280,3
16,2310,3
16,2340,3
16,2370,3
16,2400,3
16,2430,3
16,2460,3
15,2490,3
15,2520,3
15,2550,3
14,2580,3
13,2610,3
13,2640,3
13,2670,3
13,2700,3
13,2730,3
12,2760,3
12,2790,3
12,2820,3
11,2850,3
10,2880,3
10,2910,3
10,2940,3
10,2970,3
10,3000,3
10,3030,3
10,3060,3
10,3090,3
10,3120,3
10,3150,3
10,3180,3
10,3210,3
9,3240,3
9,3270,3
8,3300,3
8,3330,3
8,3360,3
8,3390,3
7,3420,3
7,3450,3
7,3480,3
7,3510,3
7,3540,3
7,3570,3
7,3600,3
6,3630,3
6,3660,3
3,3690,3
3,3720,3
2,3750,3
1,3780,3
