"depths","times","stages"
1,0,1
4,30,1
6,60,1
6,90,1
5,120,1
6,150,1
6,180,1
7,210,1
7,240,1
9,270,1
9,300,1
9,330,1
9,360,1
9,390,1
9,420,1
10,450,1
11,480,1
11,510,1
10,540,2
9,570,2
10,600,2
10,630,2
10,660,2
10,690,2
10,720,2
10,750,2
10,780,2
10,810,2
10,840,2
10,870,2
10,900,2
10,930,2
11,960,2
11,990,2
11,1020,2
11,1050,2
10,1080,2
10,1110,2
10,1140,2
10,1170,2
10,1200,2
9,1230,2
9,1260,2
9,1290,2
9,1320,2
9,1350,2
9,1380,2
9,1410,2
9,1440,2
10,1470,3
10,1500,3
10,1530,3
9,1560,3
9,1590,3
9,1620,3
9,1650,3
9,1680,3
9,1710,3
10,1740,3
10,1770,3
10,1800,3
10,1830,3
10,1860,3
10,1890,3
10,1920,3
10,1950,3
9,1980,3
9,2010,3
10,2040,3
10,2070,3
9,2100,3
8,2130,3
8,2160,3
8,2190,3
7,2220,3
7,2250,3
6,2280,3
6,2310,3
5,2340,3
5,2370,3
5,2400,3
4,2430,3
3,2460,3
2,2490,3
1,2520,3
